ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,SalesAmount
535,20130411,20130423,20130418,26181,1,SO56035,1,24.99
528,20130411,20130423,20130418,26181,1,SO56035,1,4.99
480,20130411,20130423,20130418,26181,1,SO56035,1,2.29
528,20130411,20130423,20130418,11808,6,SO56036,1,4.99
536,20130411,20130423,20130418,11808,6,SO56036,1,29.99
214,20130411,20130423,20130418,11808,6,SO56036,1,34.99
528,20130411,20130423,20130418,11203,6,SO56037,1,4.99
536,20130411,20130423,20130418,11203,6,SO56037,1,29.99
480,20130411,20130423,20130418,11203,6,SO56037,1,2.29
536,20130411,20130423,20130418,23826,4,SO56038,1,29.99
480,20130411,20130423,20130418,23826,4,SO56038,1,2.29
528,20130411,20130423,20130418,11651,6,SO56039,1,4.99
536,20130411,20130423,20130418,11651,6,SO56039,1,29.99
536,20130411,20130423,20130418,17481,6,SO56040,1,29.99
528,20130411,20130423,20130418,17481,6,SO56040,1,4.99
217,20130411,20130423,20130418,17481,6,SO56040,1,34.99
536,20130411,20130423,20130418,23064,1,SO56041,1,29.99
477,20130411,20130423,20130418,14633,6,SO56042,1,4.99
478,20130411,20130423,20130418,14633,6,SO56042,1,9.99
481,20130411,20130423,20130418,14633,6,SO56042,1,8.99
477,20130411,20130423,20130418,20438,4,SO56043,1,4.99
478,20130411,20130423,20130418,20438,4,SO56043,1,9.99
487,20130411,20130423,20130418,20438,4,SO56043,1,54.99
478,20130411,20130423,20130418,11200,6,SO56044,1,9.99
477,20130411,20130423,20130418,11200,6,SO56044,1,4.99
487,20130411,20130423,20130418,11200,6,SO56044,1,54.99
484,20130411,20130423,20130418,11200,6,SO56044,1,7.95
477,20130411,20130423,20130418,16980,1,SO56045,1,4.99
217,20130411,20130423,20130418,16980,1,SO56045,1,34.99
537,20130411,20130423,20130418,18165,10,SO56046,1,35.00
528,20130411,20130423,20130418,18165,10,SO56046,1,4.99
480,20130411,20130423,20130418,18165,10,SO56046,1,2.29
538,20130411,20130423,20130418,21122,7,SO56047,1,21.49
480,20130411,20130423,20130418,21122,7,SO56047,1,2.29
483,20130411,20130423,20130418,21122,7,SO56047,1,120.00
528,20130411,20130423,20130418,13267,6,SO56048,1,4.99
537,20130411,20130423,20130418,13267,6,SO56048,1,35.00
217,20130411,20130423,20130418,13267,6,SO56048,1,34.99
537,20130411,20130423,20130418,12099,1,SO56049,1,35.00
528,20130411,20130423,20130418,11694,4,SO56050,1,4.99
537,20130411,20130423,20130418,11694,4,SO56050,1,35.00
222,20130411,20130423,20130418,11694,4,SO56050,1,34.99
225,20130411,20130423,20130418,12507,8,SO56051,1,8.99
580,20130411,20130423,20130418,20667,1,SO56052,1,1700.99
539,20130411,20130423,20130418,20667,1,SO56052,1,24.99
231,20130411,20130423,20130418,20667,1,SO56052,1,49.99
583,20130411,20130423,20130418,16763,6,SO56053,1,1700.99
581,20130411,20130423,20130418,16956,1,SO56054,1,1700.99
595,20130411,20130423,20130418,15886,4,SO56055,1,564.99
228,20130411,20130423,20130418,15886,4,SO56055,1,49.99
465,20130411,20130423,20130418,15886,4,SO56055,1,24.49
587,20130411,20130423,20130418,14095,4,SO56056,1,769.49
536,20130411,20130423,20130418,14095,4,SO56056,1,29.99
480,20130411,20130423,20130418,14095,4,SO56056,1,2.29
587,20130411,20130423,20130418,14105,4,SO56057,1,769.49
478,20130411,20130423,20130418,14105,4,SO56057,1,9.99
477,20130411,20130423,20130418,14105,4,SO56057,1,4.99
363,20130411,20130423,20130418,13208,4,SO56058,1,2294.99
537,20130411,20130423,20130418,13208,4,SO56058,1,35.00
528,20130411,20130423,20130418,13208,4,SO56058,1,4.99
222,20130411,20130423,20130418,13208,4,SO56058,1,34.99
361,20130411,20130423,20130418,12207,1,SO56059,1,2294.99
480,20130411,20130423,20130418,12207,1,SO56059,1,2.29
605,20130411,20130423,20130418,28211,9,SO56060,1,539.99
604,20130411,20130423,20130418,20990,9,SO56061,1,539.99
479,20130411,20130423,20130418,20990,9,SO56061,1,8.99
477,20130411,20130423,20130418,20990,9,SO56061,1,4.99
487,20130411,20130423,20130418,20990,9,SO56061,1,54.99
482,20130411,20130423,20130418,20990,9,SO56061,1,8.99
376,20130411,20130423,20130418,19083,9,SO56062,1,2443.35
568,20130411,20130423,20130418,26351,4,SO56063,1,742.35
479,20130411,20130423,20130418,26351,4,SO56063,1,8.99
357,20130411,20130423,20130418,12339,9,SO56064,1,2319.99
487,20130411,20130423,20130418,12339,9,SO56064,1,54.99
584,20130411,20130423,20130418,22044,4,SO56065,1,539.99
479,20130411,20130423,20130418,22044,4,SO56065,1,8.99
477,20130411,20130423,20130418,22044,4,SO56065,1,4.99
489,20130411,20130423,20130418,22044,4,SO56065,1,53.99
575,20130411,20130423,20130418,27880,10,SO56066,1,2384.07
225,20130411,20130423,20130418,27880,10,SO56066,1,8.99
574,20130411,20130423,20130418,15625,8,SO56067,1,2384.07
483,20130412,20130424,20130419,12192,1,SO56068,1,120.00
485,20130412,20130424,20130419,18733,9,SO56069,1,21.98
537,20130412,20130424,20130419,22843,9,SO56070,1,35.00
481,20130412,20130424,20130419,22843,9,SO56070,1,8.99
528,20130412,20130424,20130419,22843,9,SO56070,1,4.99
530,20130412,20130424,20130419,14307,9,SO56071,1,4.99
222,20130412,20130424,20130419,15798,9,SO56072,1,34.99
541,20130412,20130424,20130419,16023,9,SO56073,1,28.99
530,20130412,20130424,20130419,16023,9,SO56073,1,4.99
487,20130412,20130424,20130419,16023,9,SO56073,1,54.99
484,20130412,20130424,20130419,16023,9,SO56073,1,7.95
541,20130412,20130424,20130419,27388,1,SO56074,1,28.99
530,20130412,20130424,20130419,27388,1,SO56074,1,4.99
237,20130412,20130424,20130419,27388,1,SO56074,1,49.99
530,20130412,20130424,20130419,27914,4,SO56075,1,4.99
222,20130412,20130424,20130419,27914,4,SO56075,1,34.99
528,20130412,20130424,20130419,26335,4,SO56076,1,4.99
535,20130412,20130424,20130419,26335,4,SO56076,1,24.99
463,20130412,20130424,20130419,26335,4,SO56076,1,24.49
222,20130412,20130424,20130419,26335,4,SO56076,1,34.99
528,20130412,20130424,20130419,11641,6,SO56077,1,4.99
536,20130412,20130424,20130419,11641,6,SO56077,1,29.99
217,20130412,20130424,20130419,11641,6,SO56077,1,34.99
540,20130412,20130424,20130419,23797,4,SO56078,1,32.60
214,20130412,20130424,20130419,23797,4,SO56078,1,34.99
478,20130412,20130424,20130419,22068,4,SO56079,1,9.99
477,20130412,20130424,20130419,22068,4,SO56079,1,4.99
225,20130412,20130424,20130419,22068,4,SO56079,1,8.99
528,20130412,20130424,20130419,23002,1,SO56080,1,4.99
536,20130412,20130424,20130419,23002,1,SO56080,1,29.99
485,20130412,20130424,20130419,23002,1,SO56080,1,21.98
480,20130412,20130424,20130419,23002,1,SO56080,1,2.29
484,20130412,20130424,20130419,23002,1,SO56080,1,7.95
478,20130412,20130424,20130419,21294,4,SO56081,1,9.99
478,20130412,20130424,20130419,20789,4,SO56082,1,9.99
477,20130412,20130424,20130419,20789,4,SO56082,1,4.99
465,20130412,20130424,20130419,20789,4,SO56082,1,24.49
225,20130412,20130424,20130419,19886,1,SO56083,1,8.99
474,20130412,20130424,20130419,19886,1,SO56083,1,69.99
474,20130412,20130424,20130419,11505,6,SO56084,1,69.99
490,20130412,20130424,20130419,11505,6,SO56084,1,53.99
474,20130412,20130424,20130419,20127,1,SO56085,1,69.99
475,20130412,20130424,20130419,19833,1,SO56086,1,69.99
476,20130412,20130424,20130419,11641,6,SO56087,1,69.99
237,20130412,20130424,20130419,11641,6,SO56087,1,49.99
463,20130412,20130424,20130419,11641,6,SO56087,1,24.49
477,20130412,20130424,20130419,25062,6,SO56088,1,4.99
225,20130412,20130424,20130419,25062,6,SO56088,1,8.99
528,20130412,20130424,20130419,14399,4,SO56089,1,4.99
528,20130412,20130424,20130419,14696,8,SO56090,1,4.99
537,20130412,20130424,20130419,14696,8,SO56090,1,35.00
480,20130412,20130424,20130419,14696,8,SO56090,1,2.29
529,20130412,20130424,20130419,14143,10,SO56091,1,3.99
540,20130412,20130424,20130419,14143,10,SO56091,1,32.60
490,20130412,20130424,20130419,14143,10,SO56091,1,53.99
474,20130412,20130424,20130419,28539,7,SO56092,1,69.99
231,20130412,20130424,20130419,28539,7,SO56092,1,49.99
477,20130412,20130424,20130419,24858,10,SO56093,1,4.99
214,20130412,20130424,20130419,24858,10,SO56093,1,34.99
529,20130412,20130424,20130419,26218,10,SO56094,1,3.99
480,20130412,20130424,20130419,26218,10,SO56094,1,2.29
541,20130412,20130424,20130419,29409,8,SO56095,1,28.99
530,20130412,20130424,20130419,29409,8,SO56095,1,4.99
480,20130412,20130424,20130419,29409,8,SO56095,1,2.29
529,20130412,20130424,20130419,20962,7,SO56096,1,3.99
480,20130412,20130424,20130419,20962,7,SO56096,1,2.29
530,20130412,20130424,20130419,24693,7,SO56097,1,4.99
480,20130412,20130424,20130419,24693,7,SO56097,1,2.29
530,20130412,20130424,20130419,27336,8,SO56098,1,4.99
541,20130412,20130424,20130419,27336,8,SO56098,1,28.99
480,20130412,20130424,20130419,27336,8,SO56098,1,2.29
537,20130412,20130424,20130419,11784,6,SO56099,1,35.00
528,20130412,20130424,20130419,11784,6,SO56099,1,4.99
217,20130412,20130424,20130419,11784,6,SO56099,1,34.99
537,20130412,20130424,20130419,11687,4,SO56100,1,35.00
582,20130412,20130424,20130419,16970,1,SO56101,1,1700.99
489,20130412,20130424,20130419,16970,1,SO56101,1,53.99
581,20130412,20130424,20130419,16972,1,SO56102,1,1700.99
489,20130412,20130424,20130419,16972,1,SO56102,1,53.99
380,20130412,20130424,20130419,20345,4,SO56103,1,2443.35
479,20130412,20130424,20130419,20345,4,SO56103,1,8.99
477,20130412,20130424,20130419,20345,4,SO56103,1,4.99
473,20130412,20130424,20130419,20345,4,SO56103,1,63.50
589,20130412,20130424,20130419,13992,4,SO56104,1,769.49
536,20130412,20130424,20130419,13992,4,SO56104,1,29.99
480,20130412,20130424,20130419,13992,4,SO56104,1,2.29
590,20130412,20130424,20130419,14098,1,SO56105,1,769.49
485,20130412,20130424,20130419,14098,1,SO56105,1,21.98
488,20130412,20130424,20130419,14098,1,SO56105,1,53.99
357,20130412,20130424,20130419,12918,4,SO56106,1,2319.99
569,20130412,20130424,20130419,27859,8,SO56107,1,742.35
214,20130412,20130424,20130419,27859,8,SO56107,1,34.99
570,20130412,20130424,20130419,27882,8,SO56108,1,742.35
479,20130412,20130424,20130419,27882,8,SO56108,1,8.99
477,20130412,20130424,20130419,27882,8,SO56108,1,4.99
214,20130412,20130424,20130419,27882,8,SO56108,1,34.99
606,20130412,20130424,20130419,20996,9,SO56109,1,539.99
538,20130412,20130424,20130419,20996,9,SO56109,1,21.49
480,20130412,20130424,20130419,20996,9,SO56109,1,2.29
484,20130412,20130424,20130419,20996,9,SO56109,1,7.95
563,20130412,20130424,20130419,28961,9,SO56110,1,2384.07
217,20130412,20130424,20130419,28961,9,SO56110,1,34.99
231,20130412,20130424,20130419,28961,9,SO56110,1,49.99
482,20130412,20130424,20130419,28961,9,SO56110,1,8.99
372,20130412,20130424,20130419,19594,9,SO56111,1,2443.35
378,20130412,20130424,20130419,19595,9,SO56112,1,2443.35
479,20130412,20130424,20130419,19595,9,SO56112,1,8.99
477,20130412,20130424,20130419,19595,9,SO56112,1,4.99
217,20130412,20130424,20130419,19595,9,SO56112,1,34.99
467,20130412,20130424,20130419,19595,9,SO56112,1,24.49
353,20130412,20130424,20130419,12348,9,SO56113,1,2319.99
478,20130412,20130424,20130419,12348,9,SO56113,1,9.99
477,20130412,20130424,20130419,12348,9,SO56113,1,4.99
222,20130412,20130424,20130419,12348,9,SO56113,1,34.99
489,20130412,20130424,20130419,12348,9,SO56113,1,53.99
361,20130412,20130424,20130419,12670,9,SO56114,1,2294.99
485,20130412,20130424,20130419,12670,9,SO56114,1,21.98
214,20130412,20130424,20130419,12670,9,SO56114,1,34.99
566,20130412,20130424,20130419,24392,6,SO56115,1,742.35
225,20130412,20130424,20130419,24392,6,SO56115,1,8.99
570,20130412,20130424,20130419,28847,4,SO56116,1,742.35
217,20130412,20130424,20130419,28847,4,SO56116,1,34.99
560,20130412,20130424,20130419,25381,4,SO56117,1,1214.85
479,20130412,20130424,20130419,25381,4,SO56117,1,8.99
477,20130412,20130424,20130419,25381,4,SO56117,1,4.99
576,20130412,20130424,20130419,24807,4,SO56118,1,2384.07
217,20130412,20130424,20130419,24807,4,SO56118,1,34.99
234,20130412,20130424,20130419,24807,4,SO56118,1,49.99
604,20130412,20130424,20130419,22092,1,SO56119,1,539.99
538,20130412,20130424,20130419,22092,1,SO56119,1,21.49
480,20130412,20130424,20130419,22092,1,SO56119,1,2.29
584,20130412,20130424,20130419,25104,6,SO56120,1,539.99
217,20130412,20130424,20130419,25104,6,SO56120,1,34.99
604,20130412,20130424,20130419,22054,4,SO56121,1,539.99
538,20130412,20130424,20130419,22054,4,SO56121,1,21.49
480,20130412,20130424,20130419,22054,4,SO56121,1,2.29
386,20130412,20130424,20130419,18617,6,SO56122,1,1120.49
539,20130412,20130424,20130419,18617,6,SO56122,1,24.99
480,20130412,20130424,20130419,18617,6,SO56122,1,2.29
605,20130412,20130424,20130419,21089,7,SO56123,1,539.99
538,20130412,20130424,20130419,21089,7,SO56123,1,21.49
574,20130412,20130424,20130419,28712,10,SO56124,1,2384.07
479,20130412,20130424,20130419,28712,10,SO56124,1,8.99
384,20130413,20130425,20130420,24912,9,SO56125,1,1120.49
353,20130413,20130425,20130420,11615,10,SO56126,1,2319.99
485,20130413,20130425,20130420,11615,10,SO56126,1,21.98
478,20130413,20130425,20130420,11615,10,SO56126,1,9.99
477,20130413,20130425,20130420,11615,10,SO56126,1,4.99
363,20130413,20130425,20130420,12648,10,SO56127,1,2294.99
485,20130413,20130425,20130420,12648,10,SO56127,1,21.98
482,20130413,20130425,20130420,12648,10,SO56127,1,8.99
577,20130413,20130425,20130420,14070,9,SO56128,1,1214.85
217,20130413,20130425,20130420,14070,9,SO56128,1,34.99
539,20130413,20130425,20130420,15795,9,SO56129,1,24.99
529,20130413,20130425,20130420,15795,9,SO56129,1,3.99
214,20130413,20130425,20130420,15795,9,SO56129,1,34.99
463,20130413,20130425,20130420,15795,9,SO56129,1,24.49
530,20130413,20130425,20130420,14686,9,SO56130,1,4.99
487,20130413,20130425,20130420,14686,9,SO56130,1,54.99
477,20130413,20130425,20130420,25012,9,SO56131,1,4.99
478,20130413,20130425,20130420,25012,9,SO56131,1,9.99
214,20130413,20130425,20130420,25012,9,SO56131,1,34.99
463,20130413,20130425,20130420,25012,9,SO56131,1,24.49
530,20130413,20130425,20130420,15212,9,SO56132,1,4.99
580,20130413,20130425,20130420,11249,8,SO56133,1,1700.99
231,20130413,20130425,20130420,11249,8,SO56133,1,49.99
225,20130413,20130425,20130420,11249,8,SO56133,1,8.99
583,20130413,20130425,20130420,25305,8,SO56134,1,1700.99
539,20130413,20130425,20130420,25305,8,SO56134,1,24.99
225,20130413,20130425,20130420,11670,4,SO56135,1,8.99
491,20130413,20130425,20130420,11670,4,SO56135,1,53.99
529,20130413,20130425,20130420,11081,4,SO56136,1,3.99
488,20130413,20130425,20130420,11081,4,SO56136,1,53.99
225,20130413,20130425,20130420,11081,4,SO56136,1,8.99
529,20130413,20130425,20130420,11013,1,SO56137,1,3.99
217,20130413,20130425,20130420,11013,1,SO56137,1,34.99
530,20130413,20130425,20130420,27382,4,SO56138,1,4.99
541,20130413,20130425,20130420,27382,4,SO56138,1,28.99
480,20130413,20130425,20130420,27382,4,SO56138,1,2.29
529,20130413,20130425,20130420,27218,4,SO56139,1,3.99
480,20130413,20130425,20130420,27218,4,SO56139,1,2.29
538,20130413,20130425,20130420,27023,1,SO56140,1,21.49
529,20130413,20130425,20130420,27023,1,SO56140,1,3.99
217,20130413,20130425,20130420,27023,1,SO56140,1,34.99
528,20130413,20130425,20130420,25259,1,SO56141,1,4.99
535,20130413,20130425,20130420,25259,1,SO56141,1,24.99
480,20130413,20130425,20130420,25259,1,SO56141,1,2.29
540,20130413,20130425,20130420,24451,1,SO56142,1,32.60
529,20130413,20130425,20130420,24451,1,SO56142,1,3.99
480,20130413,20130425,20130420,24451,1,SO56142,1,2.29
540,20130413,20130425,20130420,24830,1,SO56143,1,32.60
529,20130413,20130425,20130420,24830,1,SO56143,1,3.99
222,20130413,20130425,20130420,24830,1,SO56143,1,34.99
463,20130413,20130425,20130420,24830,1,SO56143,1,24.49
540,20130413,20130425,20130420,24991,1,SO56144,1,32.60
480,20130413,20130425,20130420,24991,1,SO56144,1,2.29
540,20130413,20130425,20130420,24813,4,SO56145,1,32.60
529,20130413,20130425,20130420,24813,4,SO56145,1,3.99
217,20130413,20130425,20130420,24813,4,SO56145,1,34.99
535,20130413,20130425,20130420,26542,1,SO56146,1,24.99
480,20130413,20130425,20130420,26542,1,SO56146,1,2.29
535,20130413,20130425,20130420,11331,6,SO56147,1,24.99
480,20130413,20130425,20130420,11331,6,SO56147,1,2.29
535,20130413,20130425,20130420,24928,4,SO56148,1,24.99
480,20130413,20130425,20130420,24928,4,SO56148,1,2.29
536,20130413,20130425,20130420,22122,1,SO56149,1,29.99
528,20130413,20130425,20130420,22122,1,SO56149,1,4.99
467,20130413,20130425,20130420,22122,1,SO56149,1,24.49
214,20130413,20130425,20130420,22122,1,SO56149,1,34.99
536,20130413,20130425,20130420,12964,6,SO56150,1,29.99
478,20130413,20130425,20130420,20676,4,SO56151,1,9.99
477,20130413,20130425,20130420,20676,4,SO56151,1,4.99
477,20130413,20130425,20130420,18546,5,SO56152,1,4.99
467,20130413,20130425,20130420,18546,5,SO56152,1,24.49
477,20130413,20130425,20130420,17033,4,SO56153,1,4.99
463,20130413,20130425,20130420,17033,4,SO56153,1,24.49
477,20130413,20130425,20130420,24489,6,SO56154,1,4.99
471,20130413,20130425,20130420,19641,1,SO56155,1,63.50
477,20130413,20130425,20130420,19641,1,SO56155,1,4.99
477,20130413,20130425,20130420,24763,6,SO56156,1,4.99
485,20130413,20130425,20130420,13899,1,SO56157,1,21.98
485,20130413,20130425,20130420,20299,6,SO56158,1,21.98
217,20130413,20130425,20130420,20299,6,SO56158,1,34.99
528,20130413,20130425,20130420,16055,8,SO56159,1,4.99
485,20130413,20130425,20130420,16055,8,SO56159,1,21.98
478,20130413,20130425,20130420,16055,8,SO56159,1,9.99
467,20130413,20130425,20130420,16055,8,SO56159,1,24.49
477,20130413,20130425,20130420,16055,8,SO56159,1,4.99
485,20130413,20130425,20130420,18186,10,SO56160,1,21.98
472,20130413,20130425,20130420,18186,10,SO56160,1,63.50
225,20130413,20130425,20130420,14545,10,SO56161,1,8.99
476,20130413,20130425,20130420,14545,10,SO56161,1,69.99
540,20130413,20130425,20130420,14529,10,SO56162,1,32.60
529,20130413,20130425,20130420,14529,10,SO56162,1,3.99
486,20130413,20130425,20130420,14529,10,SO56162,1,159.00
540,20130413,20130425,20130420,13814,10,SO56163,1,32.60
237,20130413,20130425,20130420,13814,10,SO56163,1,49.99
465,20130413,20130425,20130420,13814,10,SO56163,1,24.49
529,20130413,20130425,20130420,19921,8,SO56164,1,3.99
539,20130413,20130425,20130420,19921,8,SO56164,1,24.99
222,20130413,20130425,20130420,19921,8,SO56164,1,34.99
541,20130413,20130425,20130420,22698,7,SO56165,1,28.99
530,20130413,20130425,20130420,22698,7,SO56165,1,4.99
222,20130413,20130425,20130420,22698,7,SO56165,1,34.99
530,20130413,20130425,20130420,24109,7,SO56166,1,4.99
528,20130413,20130425,20130420,11807,4,SO56167,1,4.99
537,20130413,20130425,20130420,11807,4,SO56167,1,35.00
463,20130413,20130425,20130420,11807,4,SO56167,1,24.49
214,20130413,20130425,20130420,11807,4,SO56167,1,34.99
528,20130413,20130425,20130420,13860,6,SO56168,1,4.99
537,20130413,20130425,20130420,13860,6,SO56168,1,35.00
537,20130413,20130425,20130420,11744,4,SO56169,1,35.00
480,20130413,20130425,20130420,11744,4,SO56169,1,2.29
528,20130413,20130425,20130420,12533,1,SO56170,1,4.99
537,20130413,20130425,20130420,12533,1,SO56170,1,35.00
486,20130413,20130425,20130420,12533,1,SO56170,1,159.00
478,20130413,20130425,20130420,14196,10,SO56171,1,9.99
477,20130413,20130425,20130420,14196,10,SO56171,1,4.99
491,20130413,20130425,20130420,14196,10,SO56171,1,53.99
479,20130413,20130425,20130420,11399,7,SO56172,1,8.99
477,20130413,20130425,20130420,11399,7,SO56172,1,4.99
591,20130413,20130425,20130420,19128,4,SO56173,1,564.99
478,20130413,20130425,20130420,19128,4,SO56173,1,9.99
477,20130413,20130425,20130420,19128,4,SO56173,1,4.99
487,20130413,20130425,20130420,19128,4,SO56173,1,54.99
484,20130413,20130425,20130420,19128,4,SO56173,1,7.95
361,20130413,20130425,20130420,13328,6,SO56174,1,2294.99
478,20130413,20130425,20130420,13328,6,SO56174,1,9.99
477,20130413,20130425,20130420,13328,6,SO56174,1,4.99
353,20130413,20130425,20130420,12942,4,SO56175,1,2319.99
355,20130413,20130425,20130420,11541,1,SO56176,1,2319.99
537,20130413,20130425,20130420,11541,1,SO56176,1,35.00
528,20130413,20130425,20130420,11541,1,SO56176,1,4.99
222,20130413,20130425,20130420,11541,1,SO56176,1,34.99
357,20130413,20130425,20130420,12707,1,SO56177,1,2319.99
478,20130413,20130425,20130420,12707,1,SO56177,1,9.99
477,20130413,20130425,20130420,12707,1,SO56177,1,4.99
217,20130413,20130425,20130420,12707,1,SO56177,1,34.99
579,20130413,20130425,20130420,17984,8,SO56178,1,1214.85
217,20130413,20130425,20130420,17984,8,SO56178,1,34.99
576,20130413,20130425,20130420,29114,9,SO56179,1,2384.07
573,20130413,20130425,20130420,29115,9,SO56180,1,2384.07
477,20130413,20130425,20130420,29115,9,SO56180,1,4.99
479,20130413,20130425,20130420,29115,9,SO56180,1,8.99
225,20130413,20130425,20130420,29115,9,SO56180,1,8.99
482,20130413,20130425,20130420,29183,9,SO56181,1,8.99
574,20130413,20130425,20130420,29183,9,SO56181,1,2384.07
605,20130413,20130425,20130420,22875,4,SO56182,1,539.99
477,20130413,20130425,20130420,22875,4,SO56182,1,4.99
479,20130413,20130425,20130420,22875,4,SO56182,1,8.99
480,20130413,20130425,20130420,22875,4,SO56182,1,2.29
584,20130413,20130425,20130420,22082,4,SO56183,1,539.99
214,20130413,20130425,20130420,22082,4,SO56183,1,34.99
604,20130413,20130425,20130420,22045,1,SO56184,1,539.99
479,20130413,20130425,20130420,22045,1,SO56184,1,8.99
477,20130413,20130425,20130420,22045,1,SO56184,1,4.99
484,20130413,20130425,20130420,22045,1,SO56184,1,7.95
388,20130413,20130425,20130420,18580,6,SO56185,1,1120.49
228,20130413,20130425,20130420,18580,6,SO56185,1,49.99
564,20130413,20130425,20130420,15117,8,SO56186,1,2384.07
477,20130413,20130425,20130420,15117,8,SO56186,1,4.99
479,20130413,20130425,20130420,15117,8,SO56186,1,8.99
570,20130413,20130425,20130420,13973,9,SO56187,1,742.35
479,20130413,20130425,20130420,13973,9,SO56187,1,8.99
477,20130413,20130425,20130420,13973,9,SO56187,1,4.99
484,20130413,20130425,20130420,13973,9,SO56187,1,7.95
357,20130414,20130426,20130421,12645,10,SO56188,1,2319.99
537,20130414,20130426,20130421,12645,10,SO56188,1,35.00
480,20130414,20130426,20130421,12645,10,SO56188,1,2.29
538,20130414,20130426,20130421,19587,9,SO56189,1,21.49
528,20130414,20130426,20130421,21283,9,SO56190,1,4.99
485,20130414,20130426,20130421,21283,9,SO56190,1,21.98
214,20130414,20130426,20130421,21283,9,SO56190,1,34.99
489,20130414,20130426,20130421,21283,9,SO56190,1,53.99
225,20130414,20130426,20130421,21283,9,SO56190,1,8.99
225,20130414,20130426,20130421,14099,9,SO56191,1,8.99
530,20130414,20130426,20130421,14099,9,SO56191,1,4.99
475,20130414,20130426,20130421,27360,9,SO56192,1,69.99
380,20130414,20130426,20130421,20173,10,SO56193,1,2443.35
529,20130414,20130426,20130421,20173,10,SO56193,1,3.99
540,20130414,20130426,20130421,20173,10,SO56193,1,32.60
480,20130414,20130426,20130421,20173,10,SO56193,1,2.29
529,20130414,20130426,20130421,29105,4,SO56194,1,3.99
480,20130414,20130426,20130421,29105,4,SO56194,1,2.29
529,20130414,20130426,20130421,11195,1,SO56195,1,3.99
480,20130414,20130426,20130421,11195,1,SO56195,1,2.29
530,20130414,20130426,20130421,27210,4,SO56196,1,4.99
480,20130414,20130426,20130421,27210,4,SO56196,1,2.29
530,20130414,20130426,20130421,11277,6,SO56197,1,4.99
480,20130414,20130426,20130421,11277,6,SO56197,1,2.29
484,20130414,20130426,20130421,11277,6,SO56197,1,7.95
536,20130414,20130426,20130421,23697,1,SO56198,1,29.99
528,20130414,20130426,20130421,23697,1,SO56198,1,4.99
222,20130414,20130426,20130421,23697,1,SO56198,1,34.99
540,20130414,20130426,20130421,14723,6,SO56199,1,32.60
536,20130414,20130426,20130421,22215,4,SO56200,1,29.99
477,20130414,20130426,20130421,22215,4,SO56200,1,4.99
222,20130414,20130426,20130421,22215,4,SO56200,1,34.99
482,20130414,20130426,20130421,22215,4,SO56200,1,8.99
474,20130414,20130426,20130421,18675,4,SO56201,1,69.99
482,20130414,20130426,20130421,18675,4,SO56201,1,8.99
228,20130414,20130426,20130421,18675,4,SO56201,1,49.99
477,20130414,20130426,20130421,25347,6,SO56202,1,4.99
487,20130414,20130426,20130421,25347,6,SO56202,1,54.99
477,20130414,20130426,20130421,17170,4,SO56203,1,4.99
482,20130414,20130426,20130421,17170,4,SO56203,1,8.99
528,20130414,20130426,20130421,15385,1,SO56204,1,4.99
480,20130414,20130426,20130421,15385,1,SO56204,1,2.29
528,20130414,20130426,20130421,14903,4,SO56205,1,4.99
485,20130414,20130426,20130421,14903,4,SO56205,1,21.98
217,20130414,20130426,20130421,14903,4,SO56205,1,34.99
485,20130414,20130426,20130421,14828,8,SO56206,1,21.98
488,20130414,20130426,20130421,14828,8,SO56206,1,53.99
535,20130414,20130426,20130421,17895,10,SO56207,1,24.99
528,20130414,20130426,20130421,17895,10,SO56207,1,4.99
539,20130414,20130426,20130421,19328,10,SO56208,1,24.99
480,20130414,20130426,20130421,19328,10,SO56208,1,2.29
538,20130414,20130426,20130421,26889,8,SO56209,1,21.49
225,20130414,20130426,20130421,26889,8,SO56209,1,8.99
530,20130414,20130426,20130421,17879,10,SO56210,1,4.99
237,20130414,20130426,20130421,17879,10,SO56210,1,49.99
485,20130414,20130426,20130421,13227,4,SO56211,1,21.98
234,20130414,20130426,20130421,13227,4,SO56211,1,49.99
600,20130414,20130426,20130421,21768,6,SO56212,1,539.99
592,20130414,20130426,20130421,15865,4,SO56213,1,564.99
478,20130414,20130426,20130421,15865,4,SO56213,1,9.99
477,20130414,20130426,20130421,15865,4,SO56213,1,4.99
491,20130414,20130426,20130421,15865,4,SO56213,1,53.99
355,20130414,20130426,20130421,13189,4,SO56214,1,2319.99
480,20130414,20130426,20130421,13189,4,SO56214,1,2.29
561,20130414,20130426,20130421,29293,9,SO56215,1,2384.07
376,20130414,20130426,20130421,19556,9,SO56216,1,2443.35
477,20130414,20130426,20130421,19556,9,SO56216,1,4.99
479,20130414,20130426,20130421,19556,9,SO56216,1,8.99
566,20130414,20130426,20130421,26344,4,SO56217,1,742.35
361,20130414,20130426,20130421,12340,9,SO56218,1,2294.99
477,20130414,20130426,20130421,12340,9,SO56218,1,4.99
225,20130414,20130426,20130421,12340,9,SO56218,1,8.99
478,20130414,20130426,20130421,12340,9,SO56218,1,9.99
563,20130414,20130426,20130421,24348,4,SO56219,1,2384.07
214,20130414,20130426,20130421,24348,4,SO56219,1,34.99
