ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
313,20110219,20110303,20110226,22008,1,19,6,SO44022,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-19 00:00:00.000,2011-03-03 00:00:00.000,2011-02-26 00:00:00.000
349,20110219,20110303,20110226,19830,1,19,6,SO44023,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2011-02-19 00:00:00.000,2011-03-03 00:00:00.000,2011-02-26 00:00:00.000
314,20110219,20110303,20110226,16663,1,6,9,SO44024,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-19 00:00:00.000,2011-03-03 00:00:00.000,2011-02-26 00:00:00.000
314,20110219,20110303,20110226,16708,1,6,9,SO44025,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-19 00:00:00.000,2011-03-03 00:00:00.000,2011-02-26 00:00:00.000
310,20110219,20110303,20110226,17045,1,6,9,SO44026,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-19 00:00:00.000,2011-03-03 00:00:00.000,2011-02-26 00:00:00.000
310,20110220,20110304,20110227,21921,1,19,6,SO44027,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-20 00:00:00.000,2011-03-04 00:00:00.000,2011-02-27 00:00:00.000
312,20110220,20110304,20110227,17048,1,6,9,SO44028,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-20 00:00:00.000,2011-03-04 00:00:00.000,2011-02-27 00:00:00.000
350,20110220,20110304,20110227,11050,1,6,9,SO44029,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2011-02-20 00:00:00.000,2011-03-04 00:00:00.000,2011-02-27 00:00:00.000
311,20110221,20110305,20110228,12131,1,39,7,SO44030,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-21 00:00:00.000,2011-03-05 00:00:00.000,2011-02-28 00:00:00.000
313,20110221,20110305,20110228,13689,1,98,10,SO44031,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-21 00:00:00.000,2011-03-05 00:00:00.000,2011-02-28 00:00:00.000
344,20110221,20110305,20110228,11243,1,98,10,SO44032,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2011-02-21 00:00:00.000,2011-03-05 00:00:00.000,2011-02-28 00:00:00.000
314,20110221,20110305,20110228,16693,1,6,9,SO44033,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-21 00:00:00.000,2011-03-05 00:00:00.000,2011-02-28 00:00:00.000
313,20110221,20110305,20110228,16702,1,6,9,SO44034,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-21 00:00:00.000,2011-03-05 00:00:00.000,2011-02-28 00:00:00.000
312,20110221,20110305,20110228,16707,1,6,9,SO44035,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-21 00:00:00.000,2011-03-05 00:00:00.000,2011-02-28 00:00:00.000
310,20110221,20110305,20110228,17046,1,6,9,SO44036,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-21 00:00:00.000,2011-03-05 00:00:00.000,2011-02-28 00:00:00.000
328,20110221,20110305,20110228,25272,1,6,9,SO44037,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2011-02-21 00:00:00.000,2011-03-05 00:00:00.000,2011-02-28 00:00:00.000
344,20110221,20110305,20110228,25868,1,100,4,SO44038,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2011-02-21 00:00:00.000,2011-03-05 00:00:00.000,2011-02-28 00:00:00.000
342,20110222,20110306,20110301,17971,1,39,7,SO44039,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2011-02-22 00:00:00.000,2011-03-06 00:00:00.000,2011-03-01 00:00:00.000
351,20110222,20110306,20110301,11057,1,6,9,SO44040,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2011-02-22 00:00:00.000,2011-03-06 00:00:00.000,2011-03-01 00:00:00.000
313,20110222,20110306,20110301,16742,1,6,9,SO44041,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-22 00:00:00.000,2011-03-06 00:00:00.000,2011-03-01 00:00:00.000
313,20110223,20110307,20110302,13678,1,98,10,SO44042,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-23 00:00:00.000,2011-03-07 00:00:00.000,2011-03-02 00:00:00.000
311,20110223,20110307,20110302,13679,1,98,10,SO44043,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-23 00:00:00.000,2011-03-07 00:00:00.000,2011-03-02 00:00:00.000
314,20110223,20110307,20110302,13690,1,98,10,SO44044,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-23 00:00:00.000,2011-03-07 00:00:00.000,2011-03-02 00:00:00.000
344,20110223,20110307,20110302,28394,1,39,7,SO44045,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2011-02-23 00:00:00.000,2011-03-07 00:00:00.000,2011-03-02 00:00:00.000
313,20110223,20110307,20110302,28064,1,100,1,SO44046,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-23 00:00:00.000,2011-03-07 00:00:00.000,2011-03-02 00:00:00.000
344,20110223,20110307,20110302,25878,1,100,4,SO44047,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2011-02-23 00:00:00.000,2011-03-07 00:00:00.000,2011-03-02 00:00:00.000
314,20110223,20110307,20110302,16713,1,6,9,SO44048,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-23 00:00:00.000,2011-03-07 00:00:00.000,2011-03-02 00:00:00.000
314,20110224,20110308,20110303,13538,1,29,8,SO44049,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-24 00:00:00.000,2011-03-08 00:00:00.000,2011-03-03 00:00:00.000
310,20110224,20110308,20110303,17050,1,6,9,SO44050,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-24 00:00:00.000,2011-03-08 00:00:00.000,2011-03-03 00:00:00.000
310,20110225,20110309,20110304,13691,1,98,10,SO44051,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-25 00:00:00.000,2011-03-09 00:00:00.000,2011-03-04 00:00:00.000
314,20110225,20110309,20110304,16637,1,6,9,SO44052,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-25 00:00:00.000,2011-03-09 00:00:00.000,2011-03-04 00:00:00.000
338,20110226,20110310,20110305,19329,1,29,8,SO44053,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2011-02-26 00:00:00.000,2011-03-10 00:00:00.000,2011-03-05 00:00:00.000
314,20110226,20110310,20110305,13542,1,29,8,SO44054,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-26 00:00:00.000,2011-03-10 00:00:00.000,2011-03-05 00:00:00.000
310,20110226,20110310,20110305,13543,1,29,8,SO44055,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-26 00:00:00.000,2011-03-10 00:00:00.000,2011-03-05 00:00:00.000
314,20110226,20110310,20110305,13559,1,29,8,SO44056,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-26 00:00:00.000,2011-03-10 00:00:00.000,2011-03-05 00:00:00.000
338,20110226,20110310,20110305,14577,1,100,1,SO44057,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2011-02-26 00:00:00.000,2011-03-10 00:00:00.000,2011-03-05 00:00:00.000
350,20110226,20110310,20110305,11056,1,6,9,SO44058,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2011-02-26 00:00:00.000,2011-03-10 00:00:00.000,2011-03-05 00:00:00.000
313,20110226,20110310,20110305,16688,1,6,9,SO44059,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-26 00:00:00.000,2011-03-10 00:00:00.000,2011-03-05 00:00:00.000
342,20110226,20110310,20110305,25273,1,6,9,SO44060,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2011-02-26 00:00:00.000,2011-03-10 00:00:00.000,2011-03-05 00:00:00.000
310,20110227,20110311,20110306,27919,1,100,1,SO44061,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-27 00:00:00.000,2011-03-11 00:00:00.000,2011-03-06 00:00:00.000
310,20110227,20110311,20110306,28041,1,100,1,SO44062,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-27 00:00:00.000,2011-03-11 00:00:00.000,2011-03-06 00:00:00.000
344,20110227,20110311,20110306,11240,1,98,10,SO44063,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2011-02-27 00:00:00.000,2011-03-11 00:00:00.000,2011-03-06 00:00:00.000
310,20110227,20110311,20110306,22050,1,19,6,SO44064,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-27 00:00:00.000,2011-03-11 00:00:00.000,2011-03-06 00:00:00.000
310,20110227,20110311,20110306,28062,1,100,4,SO44065,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-27 00:00:00.000,2011-03-11 00:00:00.000,2011-03-06 00:00:00.000
344,20110227,20110311,20110306,25867,1,100,4,SO44066,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2011-02-27 00:00:00.000,2011-03-11 00:00:00.000,2011-03-06 00:00:00.000
310,20110227,20110311,20110306,17049,1,6,9,SO44067,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-27 00:00:00.000,2011-03-11 00:00:00.000,2011-03-06 00:00:00.000
313,20110228,20110312,20110307,13541,1,29,8,SO44068,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-28 00:00:00.000,2011-03-12 00:00:00.000,2011-03-07 00:00:00.000
349,20110228,20110312,20110307,28395,1,39,7,SO44069,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2011-02-28 00:00:00.000,2011-03-12 00:00:00.000,2011-03-07 00:00:00.000
349,20110228,20110312,20110307,19829,1,19,6,SO44070,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2011-02-28 00:00:00.000,2011-03-12 00:00:00.000,2011-03-07 00:00:00.000
313,20110228,20110312,20110307,16691,1,6,9,SO44071,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-28 00:00:00.000,2011-03-12 00:00:00.000,2011-03-07 00:00:00.000
311,20110228,20110312,20110307,16656,1,6,9,SO44072,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-02-28 00:00:00.000,2011-03-12 00:00:00.000,2011-03-07 00:00:00.000
351,20110228,20110312,20110307,11044,1,6,9,SO44073,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2011-02-28 00:00:00.000,2011-03-12 00:00:00.000,2011-03-07 00:00:00.000
310,20110301,20110313,20110308,13821,1,98,10,SO44134,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-01 00:00:00.000,2011-03-13 00:00:00.000,2011-03-08 00:00:00.000
310,20110301,20110313,20110308,28156,1,100,4,SO44135,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-01 00:00:00.000,2011-03-13 00:00:00.000,2011-03-08 00:00:00.000
311,20110301,20110313,20110308,22114,1,19,6,SO44136,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-01 00:00:00.000,2011-03-13 00:00:00.000,2011-03-08 00:00:00.000
314,20110301,20110313,20110308,17328,1,6,9,SO44137,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-01 00:00:00.000,2011-03-13 00:00:00.000,2011-03-08 00:00:00.000
310,20110302,20110314,20110309,13765,1,98,10,SO44138,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-02 00:00:00.000,2011-03-14 00:00:00.000,2011-03-09 00:00:00.000
311,20110302,20110314,20110309,13792,1,98,10,SO44139,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-02 00:00:00.000,2011-03-14 00:00:00.000,2011-03-09 00:00:00.000
311,20110302,20110314,20110309,12221,1,39,7,SO44140,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-02 00:00:00.000,2011-03-14 00:00:00.000,2011-03-09 00:00:00.000
313,20110302,20110314,20110309,13572,1,29,8,SO44141,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-02 00:00:00.000,2011-03-14 00:00:00.000,2011-03-09 00:00:00.000
313,20110302,20110314,20110309,22058,1,19,6,SO44142,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-02 00:00:00.000,2011-03-14 00:00:00.000,2011-03-09 00:00:00.000
313,20110302,20110314,20110309,28145,1,100,4,SO44143,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-02 00:00:00.000,2011-03-14 00:00:00.000,2011-03-09 00:00:00.000
312,20110302,20110314,20110309,17071,1,6,9,SO44144,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-02 00:00:00.000,2011-03-14 00:00:00.000,2011-03-09 00:00:00.000
310,20110302,20110314,20110309,17309,1,6,9,SO44145,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-02 00:00:00.000,2011-03-14 00:00:00.000,2011-03-09 00:00:00.000
313,20110302,20110314,20110309,17310,1,6,9,SO44146,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-02 00:00:00.000,2011-03-14 00:00:00.000,2011-03-09 00:00:00.000
310,20110302,20110314,20110309,17320,1,6,9,SO44147,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-02 00:00:00.000,2011-03-14 00:00:00.000,2011-03-09 00:00:00.000
310,20110303,20110315,20110310,28172,1,100,4,SO44148,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-03 00:00:00.000,2011-03-15 00:00:00.000,2011-03-10 00:00:00.000
312,20110303,20110315,20110310,17242,1,6,9,SO44149,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-03 00:00:00.000,2011-03-15 00:00:00.000,2011-03-10 00:00:00.000
312,20110303,20110315,20110310,17315,1,6,9,SO44150,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-03 00:00:00.000,2011-03-15 00:00:00.000,2011-03-10 00:00:00.000
328,20110303,20110315,20110310,25558,1,6,9,SO44151,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2011-03-03 00:00:00.000,2011-03-15 00:00:00.000,2011-03-10 00:00:00.000
346,20110304,20110316,20110311,11334,1,98,10,SO44152,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2011-03-04 00:00:00.000,2011-03-16 00:00:00.000,2011-03-11 00:00:00.000
312,20110304,20110316,20110311,28168,1,100,4,SO44153,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-04 00:00:00.000,2011-03-16 00:00:00.000,2011-03-11 00:00:00.000
311,20110304,20110316,20110311,28181,1,100,1,SO44154,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-04 00:00:00.000,2011-03-16 00:00:00.000,2011-03-11 00:00:00.000
313,20110304,20110316,20110311,28131,1,100,4,SO44155,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-04 00:00:00.000,2011-03-16 00:00:00.000,2011-03-11 00:00:00.000
346,20110304,20110316,20110311,25887,1,100,1,SO44156,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2011-03-04 00:00:00.000,2011-03-16 00:00:00.000,2011-03-11 00:00:00.000
314,20110304,20110316,20110311,17055,1,6,9,SO44157,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-04 00:00:00.000,2011-03-16 00:00:00.000,2011-03-11 00:00:00.000
311,20110305,20110317,20110312,13567,1,29,8,SO44158,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-05 00:00:00.000,2011-03-17 00:00:00.000,2011-03-12 00:00:00.000
311,20110305,20110317,20110312,28182,1,100,4,SO44159,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-05 00:00:00.000,2011-03-17 00:00:00.000,2011-03-12 00:00:00.000
312,20110305,20110317,20110312,28186,1,100,1,SO44160,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-05 00:00:00.000,2011-03-17 00:00:00.000,2011-03-12 00:00:00.000
314,20110306,20110318,20110313,13772,1,98,10,SO44161,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-06 00:00:00.000,2011-03-18 00:00:00.000,2011-03-13 00:00:00.000
311,20110306,20110318,20110313,28185,1,100,4,SO44162,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-06 00:00:00.000,2011-03-18 00:00:00.000,2011-03-13 00:00:00.000
314,20110306,20110318,20110313,28193,1,100,4,SO44163,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-06 00:00:00.000,2011-03-18 00:00:00.000,2011-03-13 00:00:00.000
310,20110306,20110318,20110313,28088,1,100,4,SO44164,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-06 00:00:00.000,2011-03-18 00:00:00.000,2011-03-13 00:00:00.000
313,20110306,20110318,20110313,17065,1,6,9,SO44165,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-06 00:00:00.000,2011-03-18 00:00:00.000,2011-03-13 00:00:00.000
338,20110306,20110318,20110313,14581,1,100,1,SO44166,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2011-03-06 00:00:00.000,2011-03-18 00:00:00.000,2011-03-13 00:00:00.000
314,20110306,20110318,20110313,17308,1,6,9,SO44167,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-06 00:00:00.000,2011-03-18 00:00:00.000,2011-03-13 00:00:00.000
313,20110307,20110319,20110314,12211,1,39,7,SO44168,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-07 00:00:00.000,2011-03-19 00:00:00.000,2011-03-14 00:00:00.000
311,20110307,20110319,20110314,28179,1,100,1,SO44169,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-07 00:00:00.000,2011-03-19 00:00:00.000,2011-03-14 00:00:00.000
314,20110307,20110319,20110314,28183,1,100,4,SO44170,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-07 00:00:00.000,2011-03-19 00:00:00.000,2011-03-14 00:00:00.000
313,20110307,20110319,20110314,28112,1,100,4,SO44171,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-07 00:00:00.000,2011-03-19 00:00:00.000,2011-03-14 00:00:00.000
338,20110307,20110319,20110314,14584,1,100,4,SO44172,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2011-03-07 00:00:00.000,2011-03-19 00:00:00.000,2011-03-14 00:00:00.000
312,20110308,20110320,20110315,13784,1,98,10,SO44173,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-08 00:00:00.000,2011-03-20 00:00:00.000,2011-03-15 00:00:00.000
311,20110308,20110320,20110315,17229,1,6,9,SO44174,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-08 00:00:00.000,2011-03-20 00:00:00.000,2011-03-15 00:00:00.000
313,20110308,20110320,20110315,17246,1,6,9,SO44175,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-08 00:00:00.000,2011-03-20 00:00:00.000,2011-03-15 00:00:00.000
314,20110309,20110321,20110316,12220,1,39,7,SO44176,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-09 00:00:00.000,2011-03-21 00:00:00.000,2011-03-16 00:00:00.000
350,20110309,20110321,20110316,11337,1,98,10,SO44177,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2011-03-09 00:00:00.000,2011-03-21 00:00:00.000,2011-03-16 00:00:00.000
312,20110309,20110321,20110316,28097,1,100,4,SO44178,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-09 00:00:00.000,2011-03-21 00:00:00.000,2011-03-16 00:00:00.000
350,20110309,20110321,20110316,25888,1,100,1,SO44179,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2011-03-09 00:00:00.000,2011-03-21 00:00:00.000,2011-03-16 00:00:00.000
347,20110309,20110321,20110316,11058,1,6,9,SO44180,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2011-03-09 00:00:00.000,2011-03-21 00:00:00.000,2011-03-16 00:00:00.000
312,20110309,20110321,20110316,17294,1,6,9,SO44181,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-09 00:00:00.000,2011-03-21 00:00:00.000,2011-03-16 00:00:00.000
310,20110309,20110321,20110316,17299,1,6,9,SO44182,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-09 00:00:00.000,2011-03-21 00:00:00.000,2011-03-16 00:00:00.000
310,20110310,20110322,20110317,28158,1,100,4,SO44183,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-10 00:00:00.000,2011-03-22 00:00:00.000,2011-03-17 00:00:00.000
314,20110310,20110322,20110317,17247,1,6,9,SO44184,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-10 00:00:00.000,2011-03-22 00:00:00.000,2011-03-17 00:00:00.000
310,20110310,20110322,20110317,17280,1,6,9,SO44185,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-10 00:00:00.000,2011-03-22 00:00:00.000,2011-03-17 00:00:00.000
347,20110312,20110324,20110319,25889,1,100,4,SO44186,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2011-03-12 00:00:00.000,2011-03-24 00:00:00.000,2011-03-19 00:00:00.000
313,20110312,20110324,20110319,17069,1,6,9,SO44187,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2011-03-12 00:00:00.000,2011-03-24 00:00:00.000,2011-03-19 00:00:00.000
334,20110313,20110325,20110320,20052,1,98,10,SO44188,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2011-03-13 00:00:00.000,2011-03-25 00:00:00.000,2011-03-20 00:00:00.000
